	Unnamed: 0.1	Unnamed: 0	imdbid	title	clip_name	year	videoid	genre
10367	7511	18789	tt0171363	The Haunting	Ghost Hair	1999.0	upwUN92OAQU	['Fantasy', 'Horror', 'Mystery']
10368	4848	16339	tt0109305	Blue Chips	Ejected	1994.0	5oAIVuFPUdQ	['Drama', 'Sport']
10369	1265	459	tt0085970	Mr. Mom	A Stand-Up Guy Scene	1983.0	crI67brUX84	['Comedy', 'Drama']
10370	1346	23279	tt0832266	Definitely, Maybe	A Drunken Love Confession	2008.0	uE-l84hG_BE	['Comedy', 'Drama', 'Romance']
10371	4559	21596	tt0114194	The Prophecy	Look at Me	1995.0	ragJxrFknuQ	['Action', 'Crime', 'Drama']
10372	7337	8943	tt1436562	Rio	Not Exactly Lovebirds	2011.0	oz6wjc6xLFU	['Animation', 'Adventure', 'Comedy']
10373	6753	3155	tt0817230	Valentine's Day	And Then I Liked Him	2010.0	_Xe_d5rtWpQ	['Comedy', 'Romance']
10374	15204	20515	tt0119978	The Rainmaker	Miss Birdie's Beneficiary	1997.0	hDH1ilg9NMU	['Crime', 'Drama', 'Thriller']
10375	9769	5420	tt0109835	Frank & Jesse	Bank Robbery Scene	1995.0	fi7cppyGPPw	['Biography', 'Western']
10376	4766	10463	tt0250202	All Over the Guy	Taking a Break	2001.0	qvo_HDqOKww	['Comedy', 'Romance']
10377	14788	3919	tt0070460	Day for Night	"Filming ""Meet Pamela"" Scene"	1973.0	W6KRJEKYY7k	['Comedy', 'Drama', 'Romance']
10378	12126	19712	tt0238380	Equilibrium	Face Off	2002.0	bcs2En6tGRw	['Action', 'Drama', 'Sci-Fi']
10379	2786	3059	tt0089530	Mad Max Beyond Thunderdome	Bust a Deal, Face the Wheel Scene	1985.0	YLjwEodCmT4	['Action', 'Adventure', 'Sci-Fi']
10380	4602	3636	tt0389860	Click	Family Comes First Scene	2006.0	9O-NfAWrkDM	['Comedy', 'Drama', 'Fantasy']
10381	3243	14831	tt0758774	Body of Lies	Reciprocity	2008.0	ySu6q4ydPZQ	['Action', 'Drama', 'Thriller']
10382	13654	15454	tt0080453	The Blue Lagoon	Hootchie Cootchie	1980.0	M9yS_RvQ5AY	['Adventure', 'Drama', 'Romance']
10383	10175	7844	tt0367882	Indiana Jones 4	Mutt and the Monkeys	2008.0	VbdaoAYveUA	['Action', 'Adventure']
10384	514	17481	tt0139699	Varsity Blues	Coach Kilmer's Final Game	1999.0	qbIEepu8Z4w	['Comedy', 'Drama', 'Romance']
10385	6443	5528	tt0486358	Jesus Camp	You're On God's Mind Scene	2006.0	YxQJTlFyebM	['Documentary']
10386	10276	19841	tt0327679	Ella Enchanted	Meeting the Prince	2004.0	gPadm1Ql1Is	['Comedy', 'Family', 'Fantasy']
10387	16236	14210	tt0091055	Firewalker	We Need a New Plan	1986.0	caypUMEoKf8	['Action', 'Adventure', 'Comedy']
10388	1075	9627	tt0118798	Bulworth	Little Brothers	1998.0	jZtlV8eroS8	['Comedy', 'Drama', 'Romance']
10389	17251	20818	tt0105112	Patriot Games	Sorry, Dennis	1992.0	QiuXl1cPfrU	['Action', 'Thriller']
10390	655	3799	tt0089175	Fright Night	Goodbye Neighbor Scene	1985.0	kndeWhsNlJs	['Horror', 'Thriller']
10391	15091	972	tt0113845	Money Train	Roasted Alive Scene	1995.0	JzmD5wQpm5c	['Action', 'Comedy', 'Crime']
10392	3863	17210	tt0064045	The Assassination Bureau	Sausage Bomb	1969.0	3Dit-yAwTgY	['Action', 'Adventure', 'Comedy']
10393	17412	16231	tt0312329	Against the Ropes	The First Fight	2004.0	75A7PFuBqFk	['Biography', 'Drama', 'Romance']
10394	2192	647	tt1230168	Same Kind of Different as Me	Compassion for the Homeless Scene	2017.0	Q4r4jGPegHs	['Biography', 'Drama']
10395	1644	962	tt0081562	Stir Crazy	New Cellmate Scene	1980.0	Jd3GwwxFDPY	['Comedy', 'Crime']
10396	13615	1938	tt0094118	Teen Wolf Too	The Wolf Comes Out Scene	1987.0	ozkF8KRjeO8	['Comedy', 'Fantasy']
10397	4757	26694	tt0352248	Cinderella Man	Run It Again	2005.0	zpmLSGixYwM	['Biography', 'Drama', 'History']
10398	15565	4389	tt0090927	The Delta Force	One Marine Killer Scene	1986.0	udwKI7oFT6Y	['Action', 'Adventure', 'Drama']
10399	2963	23006	tt0138524	Intolerable Cruelty	The Senior Partner	2003.0	Zz-mpgYNUW8	['Comedy', 'Crime', 'Romance']
10400	6011	19806	tt0118607	Amistad	The Verdict	1997.0	WzCgOrQn0GM	['Drama', 'History']
10401	9530	14382	tt0066130	Ned Kelly	Wild Colonial Boy	1970.0	mksJyq7Z-mQ	['Biography', 'Crime', 'Drama']
10402	357	1884	tt1446192	Rise of the Guardians	Everyone Loves the Sleigh Scene	2012.0	z9uP9znP-mA	['Animation', 'Action', 'Adventure']
10403	17612	9591	tt0116282	Fargo	Pancakes Scene	1996.0	MY5NspwaVgk	['Crime', 'Drama', 'Thriller']
10404	15925	12893	tt0035140	Now, Voyager	Immune to Happiness	1942.0	d9K2p6NtV40	['Drama', 'Romance']
10405	7824	7959	tt0082971	Raiders of the Lost Ark	Taking the Ark	1981.0	JGB0ZvO8J5k	['Action', 'Adventure']
10406	5133	20693	tt0322802	Jackass: The Movie	April's Alligator	2002.0	Drva4gp66lc	['Documentary', 'Action', 'Comedy']
10407	2793	9391	tt0036613	Arsenic and Old Lace	The Cellar's Crowded Already	1944.0	BDLvzvFFRu8	['Comedy', 'Crime', 'Thriller']
10408	13708	17968	tt0098625	We're No Angels	The Weeping Madonna	1989.0	mFBIlYRQBLI	['Comedy', 'Crime']
10409	2953	18385	tt0109120	Andre	's a Celebrity	1994.0	T7eWdvyCHyI	['Adventure', 'Drama', 'Family']
10410	3849	8544	tt0050825	Paths of Glory	I Pity You	1957.0	VICyZk-XSLA	['Drama', 'War']
10411	3152	20725	tt0049833	The Ten Commandments	Moses Turns Water Into Blood	1956.0	OYeox3LLQ08	['Adventure', 'Drama']
10412	9226	24076	tt0088847	The Breakfast Club	Don't Mess With the Bull	1985.0	Z2WZrxuwDhs	['Comedy', 'Drama']
10413	15825	4397	tt0172156	Bad Boys II	Intimidating Reggie Scene	2003.0	nEf2ML7wkBE	['Action', 'Comedy', 'Crime']
10414	3226	24891	tt0091541	The Money Pit	Chain Reaction	1986.0	nJPju1f6p0E	['Comedy']
10415	4131	1115	tt0101329	An American Tail: Fievel Goes West	The Flying Aaah! Scene	1991.0	c9YJ-KJZKyY	['Animation', 'Adventure', 'Family']
10416	3517	14633	tt1099212	Twilight	Don't Touch Me	2008.0	9lX00rAetvU	['Drama', 'Fantasy', 'Romance']
10417	14303	16552	tt0119095	FairyTale: A True Story	Do You Ever Tell Anyone?	1997.0	PhBZ50d6Btw	['Drama', 'Family', 'Fantasy']
10418	5528	25561	tt0110950	Reality Bites	Do You Ever Wish You Were a Lesbian?	1994.0	xNHt_KWKMbE	['Comedy', 'Drama', 'Romance']
10419	7222	1607	tt0078163	Revenge of the Pink Panther	A Bomb! Scene	1978.0	haX0ACElUQc	['Comedy', 'Crime', 'Mystery']
10420	7713	6158	tt0800320	Clash of the Titans	Perseus Faces the Kraken Scene	2010.0	GrIJLWISdlQ	['Action', 'Adventure', 'Fantasy']
10421	12754	8395	tt0089200	Ghoulies	Ghoulie Clown Attacks	1985.0	_zFjP61xNb0	['Comedy', 'Fantasy', 'Horror']
10422	8844	9241	tt0093822	Raising Arizona	Broken Arrows	1987.0	Ypa0vpmCzdc	['Comedy', 'Crime']
10423	10654	9779	tt0064115	Butch Cassidy and the Sundance Kid	The Shootout Scene	1969.0	tNZKO_68_WI	['Biography', 'Crime', 'Drama']
10424	14023	1832	tt0126029	Shrek	Kill the Ogre Scene	2001.0	aQqAUXKn7t4	['Animation', 'Adventure', 'Comedy']
10425	11015	24012	tt0089155	Fletch	Inspects a Plane	1985.0	ZY_uGAx3rxE	['Comedy', 'Crime', 'Mystery']
10426	4396	26185	tt0396269	Wedding Crashers	Football With the Clearys	2005.0	sdtIgE33BvQ	['Comedy', 'Romance']
10427	16878	9884	tt0111282	Stargate	Jackson Decides to Stay	1994.0	7ALP_3eWKZg	['Action', 'Adventure', 'Sci-Fi']
10428	5185	8675	tt1588173	Warm Bodies	You're a Corpse	2013.0	rYVsdfE_Wh8	['Comedy', 'Horror', 'Romance']
10429	10889	18193	tt0078024	Oliver's Story	Something Feels Dead Here	1978.0	TV9GpnvWxgQ	['Drama', 'Romance']
10430	7747	2289	tt1179933	10 Cloverfield Lane	The Hungry Space Ship Scene	2016.0	lLeY8-bhEuQ	['Drama', 'Horror', 'Mystery']
10431	10824	13545	tt0082416	The French Lieutenant's Woman	A Proper Talk	1981.0	4SzQZn8xGnA	['Drama', 'Romance']
10432	17243	21077	tt0117060	Mission: Impossible	Mission Gone Wrong Scene	1996.0	sd_I5ez3jwg	['Action', 'Adventure', 'Thriller']
10433	4669	15009	tt0119177	Gattaca	Escaping the Club	1997.0	MjOXPVmOBSg	['Drama', 'Sci-Fi', 'Thriller']
10434	11119	9335	tt0066026	MASH	The Last Supper	1970.0	TRHN5vxnZrI	['Comedy', 'Drama', 'War']
10435	1003	14792	tt0981227	Nick and Norah's Infinite Playlist	Where's Fluffy	2008.0	o2wVetrydrY	['Comedy', 'Drama', 'Music']
10436	9331	15438	tt0083131	Stripes	The Aunt Jemima Treatment	1981.0	hYq75Gm4UdI	['Comedy', 'War']
10437	13951	6813	tt0144120	Bride of Chucky	The Deadly Tiffany	1998.0	lniVpfK5SW8	['Comedy', 'Horror']
10438	6229	22577	tt0110912	Pulp Fiction	Pumpkin and Honey Bunny	1994.0	PvMxbRCBalk	['Crime', 'Drama']
10439	14092	22424	tt0434124	Kinky Boots	Whatever Lola Wants	2005.0	Rxn-KDDZ8RI	['Comedy', 'Drama', 'Music']
10440	13405	2664	tt0088206	Supergirl	Enjoy Your Prison Scene	1984.0	EMKD4L6Peto	['Action', 'Adventure', 'Fantasy']
10441	23	7611	tt0087365	Greystoke: Legend of Tarzan	Razor and Mirror	1984.0	_AmKz3iZ1K8	['Adventure', 'Drama']
10442	5794	3139	tt0120094	Selena	Anything for s Scene	1997.0	Kkl4-30oHVU	['Biography', 'Drama', 'Music']
10443	2432	6938	tt0061747	Hang 'Em High	Come to Kill the Prophet	1968.0	-pEKUJ9MADs	['Drama', 'Western']
10444	1043	23495	tt0243155	Bridget Jones's Diary	Setting the Record Straight	2001.0	F-LlyzCIG6I	['Comedy', 'Drama', 'Romance']
10445	7181	7152	tt0089504	Lost in America	Las Vegas, Here We Come	1985.0	rFy2252ierA	['Comedy']
10446	6803	20724	tt0049833	The Ten Commandments	Moses Parts the Sea	1956.0	OqCTq3EeDcY	['Adventure', 'Drama']
10447	16848	11724	tt0244244	Swordfish	No Deal	2001.0	L8Ig4HbgA0c	['Action', 'Crime', 'Thriller']
10448	2033	23751	tt0454848	Inside Man	Anyone Else Here Smarter Than Me?	2006.0	4disuwEvw-w	['Crime', 'Drama', 'Mystery']
10449	6925	22905	tt1563738	One Day	A Writer in Paris	2011.0	wmFhHU38IhE	['Drama', 'Romance']
10450	10892	11820	tt0066434	THX 1138	White Void Torture	1971.0	nkQAhpLBok8	['Drama', 'Sci-Fi', 'Thriller']
10451	12147	6648	tt0063350	Night of the Living Dead	They Know We're In Here Now	1968.0	ct7Ox_OKe-s	['Horror']
10452	9720	4472	tt0990407	The Green Hornet	I Am the Green Hornet Scene	2011.0	Zbi-MbMsnIM	['Action', 'Comedy']
10453	12648	6997	tt1524575	The Vatican Tapes	The Day We Most Fear	2015.0	ybq8gINMdBs	['Horror', 'Thriller']
10454	7383	22508	tt0159365	Cold Mountain	Ferry Crossing	2003.0	UmNPw-PeG8g	['Adventure', 'Drama', 'History']
10455	15211	7633	tt0470752	Ex Machina	You Shouldn't Trust Him	2015.0	jGAsihLnYqM	['Drama', 'Mystery', 'Sci-Fi']
10456	2297	7785	tt1399103	Transformers: Dark of the Moon	The Battle for Chicago	2011.0	a_UjNi8M_bw	['Action', 'Adventure', 'Sci-Fi']
10457	10661	8609	tt0250494	Legally Blonde	He's Gay!	2001.0	I6uGId-a758	['Comedy', 'Romance']
10458	3417	20730	tt0092644	Beverly Hills Cop 2	Deep Deep Undercover	1987.0	Oq3cGgqbWG8	['Action', 'Comedy', 'Crime']
10459	5775	958	tt1640484	Jumping the Broom	Life Will Test You	2011.0	FSSlOmgUf0Q	['Comedy', 'Drama']
10460	9883	8613	tt0250494	Legally Blonde	I'm Going to Harvard	2001.0	EVmLV7swH2k	['Comedy', 'Romance']
10461	11111	5127	tt1535108	Elysium	Bot Combat Scene	2013.0	OzliqFzK36E	['Action', 'Drama', 'Sci-Fi']
10462	9790	22000	tt0377107	Proof	A !	2005.0	pnvy9q4UpZw	['Drama', 'Mystery']
10463	3370	6295	tt0296572	The Chronicles of Riddick	You Keep What You Kill Scene	-1.0	yX5TsLuIEy8	['Action', 'Adventure', 'Sci-Fi']
10464	13613	25636	tt0094138	Three O'Clock High	Prelude to a Showdown	1987.0	5T607c23L8M	['Comedy']
10465	7890	20113	tt0086465	Trading Places	Down & Out Santa	1983.0	Od4nSd9AVH8	['Comedy']
10466	153	4409	tt0099399	Delta Force 2	Unleashing Delta Force Scene	1990.0	lkT9aqC6Tqw	['Action', 'Adventure', 'Crime']
10467	9003	6239	tt1234721	RoboCop	Emotional Overload Scene	2014.0	_emU23tTUAw	['Action', 'Crime', 'Sci-Fi']
10468	9859	1490	tt0134983	Supernova	Infinite Loop Scene	2000.0	VILmrL5jP7s	['Horror', 'Sci-Fi', 'Thriller']
10469	4839	14867	tt0101507	Boyz n the Hood	Dominoes	1991.0	SXeiM5hAWvA	['Crime', 'Drama']
10470	13293	13654	tt0098546	UHF	Teaching Poodles How to Fly	1989.0	Btdp-sC8MJI	['Comedy', 'Drama']
10471	9204	20716	tt0049833	The Ten Commandments	Moses Presents the Ten Commandments	1956.0	Id6oS3L-D9A	['Adventure', 'Drama']
10472	3472	24880	tt0078723	1941	The Indomitable Capt. Kelso	1979.0	CPnwlNvwBLI	['Action', 'Comedy', 'War']
10473	2176	19483	tt0219653	Dracula 2000	Dignity, Doctor	2000.0	MicQ48AuWhw	['Action', 'Fantasy', 'Horror']
10474	17269	23779	tt0120616	The Mummy	Goodbye Beni	1999.0	ARUzoPWS4Uk	['Action', 'Adventure', 'Fantasy']
10475	5029	6168	tt0800320	Clash of the Titans	Preparation for Medusa	2010.0	k1pv94Y0fbw	['Action', 'Adventure', 'Fantasy']
10476	9686	2919	tt0104107	Diggstown	Caine Meets Emily Scene	1992.0	Q_GqOe9HFRY	['Drama', 'Sport']
10477	11720	4065	tt0210358	Things You Can Tell Just by Looking at Her	Looking for Trouble Scene	1999.0	U9t_bzEKBnA	['Drama', 'Romance']
10478	17152	23937	tt0115624	Barb Wire	Escape from Steel Harbor	1996.0	ct-PElgfWJY	['Action', 'Sci-Fi']
10479	11627	16121	tt0488508	Arctic Tale	Farting Walrus	2007.0	m4VP7c5UCdE	['Documentary', 'Family']
10480	14913	19255	tt0164334	Along Came a Spider	You're Not My Partner	2001.0	bYQjcjDeGF4	['Drama', 'Thriller']
10481	12556	697	tt1411238	No Strings Attached	The Period Playlist Scene	2011.0	pJFZLCoqB9w	['Comedy', 'Romance']
10482	1706	4383	tt0090927	The Delta Force	Going Somewhere? Scene	1986.0	cSWMU_rISfw	['Action', 'Adventure', 'Drama']
10483	249	16674	tt0064381	Goodbye, Columbus	I'll Be Sweaty	1969.0	RtabrwMvAuY	['Comedy', 'Drama', 'Romance']
10484	12957	4042	tt1632708	Friends with Benefits	Welcome to New York Scene	2011.0	kzf7hr9O00k	['Comedy', 'Romance']
10485	13197	24133	tt1152836	Public Enemies	Gross Incompetence	2009.0	U16anbRFRyc	['Biography', 'Crime', 'Drama']
10486	6545	21861	tt0264150	View from the Top	Cleveland Rocks	2003.0	38ok415yQOc	['Comedy', 'Romance']
10487	8298	20951	tt0084434	An Officer and a Gentleman	You Ready to Quit Now, Mayo?	1982.0	nXJxxahiC3A	['Drama', 'Romance']
10488	11268	16834	tt0325703	Lara Croft Tomb Raider 2	Rope Descent Shootout	2003.0	yOMv5lJpHwY	['Action', 'Adventure', 'Fantasy']
10489	987	5704	tt0062765	Bullitt	Hospital Hunt Scene	1968.0	ik-n-L9UNTY	['Action', 'Crime', 'Thriller']
10490	9945	25663	tt0276751	About a Boy	A Crap Christmas	2002.0	xg4OR0Tpy6U	['Comedy', 'Drama', 'Romance']
10491	14523	19250	tt0164334	Along Came a Spider	The Missing Picture	2001.0	LiYdMadk89Q	['Drama', 'Thriller']
10492	14602	15259	tt0031679	Mr. Smith Goes to Washington	Liberty is Too Precious a Thing	1939.0	17MyPrAEQ28	['Comedy', 'Drama']
10493	15578	15457	tt0050212	The Bridge on the River Kwai	A Good Life	1957.0	lSTkEHpkMf8	['Adventure', 'Drama', 'War']
10494	13510	10443	tt0234354	Novocaine	A Biter	2001.0	k6YFnGzHfKk	['Comedy', 'Crime', 'Drama']
10495	15428	14405	tt1228705	Iron Man 2	Stark Expo Scene	2010.0	yocBQlw_mCA	['Action', 'Adventure', 'Sci-Fi']
10496	11951	4249	tt1092026	Paul	Really Strong Weed Scene	2011.0	Hwczxp7h7Gg	['Adventure', 'Comedy', 'Sci-Fi']
10497	2836	8168	tt0478304	The Tree of Life	I'm More Like You Than Her	2011.0	ICPNrxD783c	['Drama', 'Fantasy']
10498	6121	19510	tt0266489	Duplex	Bath Time	2003.0	H2UF-eI_dj8	['Comedy']
10499	3393	11704	tt0267913	Scooby-Doo	Switching Bodies	2002.0	Pf4RjsdJE0I	['Adventure', 'Comedy', 'Family']
10500	16172	2950	tt0094894	Colors	T-Bone Represents Scene	1988.0	f4wmj-Nq9xA	['Action', 'Crime', 'Drama']
10501	212	8463	tt0377471	Be Cool	Twinkle, Twinkle, Baby	2005.0	2_pqFqYME68	['Comedy', 'Crime', 'Drama']
10502	4316	26128	tt0105435	Sneakers	Call to the NSA	1992.0	3VlyZIywY9c	['Comedy', 'Crime', 'Drama']
10503	11123	21390	tt0285823	Once Upon a Time in Mexico	Three Arms, One Eye	2003.0	fKoYXxN6x98	['Action', 'Crime', 'Thriller']
10504	17276	13451	tt0052564	The Angry Red Planet	It's Alive!	1959.0	dso8WOrSRSQ	['Adventure', 'Sci-Fi']
10505	7172	20241	tt0063522	Rosemary's Baby	No Coincidence	1968.0	R9WGPRckS1s	['Drama', 'Horror']
10506	1534	788	tt0120630	Chicken Run	Chickens Attack! Scene	2000.0	8xgUm0plA8w	['Animation', 'Adventure', 'Comedy']
10507	16365	6381	tt0075686	Annie Hall	There's a Spider in the Bathroom	1977.0	1eTXG8FReno	['Comedy', 'Romance']
10508	8943	483	tt0837563	Pet Sematary	Jud's Death Scene	2019.0	Y5Y0SYRZRtM	['Horror', 'Mystery', 'Thriller']
10509	5890	11047	tt0790736	R.I.P.D.	Let's Do This	2013.0	Bl6eouVUsCI	['Action', 'Comedy', 'Crime']
10510	13788	17176	tt0094072	Summer School	Negotiations	1987.0	LzdoMQL_jR8	['Comedy', 'Romance']
10511	8121	18070	tt0072848	The Day of the Locust	The Burning of Los Angeles	1975.0	BQO5Xy2ebhs	['Drama', 'Thriller']
10512	13391	22359	tt0240510	The Four Feathers	Desert Escape	2002.0	9ZvkGoQ1dSU	['Action', 'Adventure', 'Drama']
10513	10177	25578	tt0099088	Back to the Future Part 3	Marty the Marksman	1990.0	yo7C-Sp_-MI	['Adventure', 'Comedy', 'Sci-Fi']
10514	6843	5818	tt0056193	Lolita	Bathtub Consolation Scene	1962.0	4k1Vx0equfE	['Crime', 'Drama', 'Romance']
10515	16063	21630	tt0308644	Finding Neverland	Second to the Right, and Straight on Till Morning	2004.0	CmcZU82YaEw	['Biography', 'Drama', 'Family']
10516	4542	6762	tt0780653	The Wolfman	Love With a Silver Bullet	2010.0	hRBRb2eiK4I	['Drama', 'Fantasy', 'Horror']
10517	6944	10215	tt0264616	Frailty	A Vision From God	2001.0	R1k_1p3mitg	['Crime', 'Drama', 'Thriller']
10518	14442	3195	tt0118661	The Avengers	Going Mad Scene	1998.0	msqRzlYXXQE	['Action', 'Adventure', 'Sci-Fi']
10519	12886	3045	tt0113228	Grumpier Old Men	Maybe Scene	1995.0	fB8_lNQJ-JM	['Comedy', 'Romance']
10520	10119	14033	tt0059287	How to Stuff a Wild Bikini	Frankie Reunites with Dee Dee	1965.0	z9MEhN5rjmg	['Comedy', 'Musical']
10521	8221	216	tt10720210	Buzzed	Dance Off Scene	2019.0	AxGMySJ6ySc	['Documentary']
10522	10927	24407	tt0195685	Erin Brockovich	A Lame-Ass Offer	2000.0	BGX4nMrnxg0	['Biography', 'Drama']
10523	9460	22576	tt0110912	Pulp Fiction	Ezekiel 25:17	1994.0	x2WK_eWihdU	['Crime', 'Drama']
10524	3372	1130	tt0085248	The Black Stallion Returns	He Belongs Here Scene	1983.0	NBxg8a4TAng	['Adventure', 'Family']
10525	17131	18015	tt0419887	The Kite Runner	Tears Into Pearls	2007.0	20zF8Ug0MjM	['Drama']
10526	4828	26174	tt0084707	Sophie's Choice	I Can't Choose!	1982.0	R2Dxx3_iF14	['Drama', 'Romance']
10527	4306	25336	tt0118632	The Apostle	Nobody Moves That Book	1997.0	v1Qu3dZlRGE	['Drama']
10528	9562	7648	tt1356864	I'm Still Here	This Is Hard	2010.0	H177TSRFiTo	['Comedy', 'Drama', 'Music']
10529	5231	18143	tt0096094	She's Having a Baby	Lawnmower: The Musical	1988.0	LDnFpgimHH4	['Comedy', 'Drama', 'Romance']
10530	16602	4228	tt0114852	Village of the Damned	Self-Dissection Scene	1995.0	CyhOZgd8ahs	['Horror', 'Sci-Fi', 'Thriller']
10531	4127	25338	tt0118632	The Apostle	The Passing Troublemaker	1997.0	Jfddc8LwQL8	['Drama']
10532	6499	18791	tt0171363	The Haunting	Go to Hell	1999.0	UgxCAQEI16o	['Fantasy', 'Horror', 'Mystery']
10533	2944	19480	tt0219653	Dracula 2000	Creature and the Eternal Keeper	2000.0	uBB3Cvxq5f8	['Action', 'Fantasy', 'Horror']
10534	8315	7718	tt0286788	What a Girl Wants	Withdraw My Candidacy	2003.0	KprKHSAAn7U	['Comedy', 'Drama', 'Family']
10535	3148	898	tt0279493	Undercover Brother	Selling Out Scene	2002.0	IspZWYlmYZY	['Action', 'Comedy']
10536	2766	9679	tt0168786	Antwone Fisher	Antwone Makes a Scene	2002.0	ucQmXLgGIVA	['Biography', 'Drama']
10537	531	19507	tt0091042	Ferris Bueller's Day Off	He's a Righteous Dude	1986.0	mHa1zTLrXO8	['Comedy']
10538	11481	25110	tt0762125	Planet 51	First Encounter	2009.0	sNGlmsj6C-E	['Animation', 'Adventure', 'Comedy']
10539	3542	9439	tt0116705	Jingle All the Way	Santa Smackdown	1996.0	jWyeugspkUA	['Comedy', 'Family']
10540	3644	12737	tt0097613	The January Man	Take Off Your Clothes	1989.0	AridlIyM9ak	['Action', 'Crime', 'Mystery']
10541	11761	18426	tt0117331	The Phantom	Show Me The Power Scene	1996.0	C_QYZUjx7rs	['Action', 'Adventure', 'Comedy']
10542	14853	241	tt1563742	Overboard	I'm Married?! Scene	2018.0	eFF1grhBvsE	['Comedy', 'Romance']
10543	9724	20504	tt0081696	Urban Cowboy	We're Going Home	1980.0	wzSYH0nT6Qk	['Drama', 'Romance', 'Western']
10544	11594	21378	tt0271219	Tadpole	Who Is She?	2002.0	rrbEQDRYpy8	['Comedy', 'Drama', 'Romance']
10545	16958	24700	tt0118689	Bean	Stuffing the Turkey	1997.0	E_Rabq4muu0	['Adventure', 'Comedy', 'Family']
10546	11896	1488	tt0134983	Supernova	Left Behind Scene	2000.0	vrEjev5DoXc	['Horror', 'Sci-Fi', 'Thriller']
10547	15376	2096	tt0078346	Superman	Faster Than a Speeding Bullet Scene	1978.0	nprJvYKz3QQ	['Action', 'Adventure', 'Drama']
10548	4451	14892	tt0376541	Closer	Anna's Photo Exhibition	2004.0	-eocP3-Ifag	['Drama', 'Romance']
10549	6965	1050	tt0120794	The Prince of Egypt	Swept Away Scene	1998.0	Zw7lsVV14Yo	['Animation', 'Adventure', 'Drama']
10550	4075	256	tt0091080	Friday the 13th VI: Jason Lives	There's a Problem, Officer Scene	1986.0	S1NFRvZE3FA	['Horror', 'Thriller']
10551	13269	7294	tt0089017	Desperately Seeking Susan	Magic Trick	1985.0	OWRqJA31H_E	['Comedy', 'Drama']
10552	12858	22354	tt0240510	The Four Feathers	Feathers of Cowardice	2002.0	938jCranAMo	['Action', 'Adventure', 'Drama']
10553	14489	13583	tt0100530	The Russia House	The Great Lie	1990.0	6jS65g5UnWM	['Drama', 'Romance', 'Thriller']
10554	16215	7932	tt1263670	Crazy Heart	I'm Not Gonna Forget You	2009.0	Z1sTQ3g7V-U	['Drama', 'Music', 'Romance']
10555	10739	16943	tt0416320	Match Point	Scoring a Date	2005.0	jQ903giVNAg	['Drama', 'Romance', 'Thriller']
10556	14849	12546	tt0070814	Tom Sawyer	Whitewashin'	1973.0	Jah71XURbIg	['Adventure', 'Musical', 'Family']
10557	1560	20992	tt0063374	The Odd Couple	Clean vs. Dirty	1968.0	NXqs_wYohxM	['Comedy']
10558	12572	7294	tt0089017	Desperately Seeking Susan	Magic Trick	1985.0	OWRqJA31H_E	['Comedy', 'Drama']
10559	8670	24497	tt1135487	Duplicity	Quitting the Spy Game	2009.0	CtIhkGu6ahY	['Comedy', 'Crime', 'Romance']
10560	10760	1669	tt1576379	Jungle Tales	My Jungle Friends Scene	2017.0	Td3qZIf5Swg	['Animation', 'Adventure', 'Family']
10561	2543	9961	tt0333780	Legally Blonde 2	Delta Nu Bond	2003.0	k8Do9tamQSM	['Comedy']
10562	14017	2488	tt0048380	Mister Roberts	Making Scotch Scene	1955.0	PTQLBv8sgDI	['Comedy', 'Drama', 'War']
10563	12472	6254	tt1217613	Battle: Los Angeles	The Siege Continues Scene	-1.0	06Its9LhIHQ	['Action', 'Sci-Fi']
10564	8513	25368	tt0913354	Armored	Burn the  Car	2009.0	qi_t-McN6Vk	['Action', 'Crime', 'Thriller']
10565	14119	5599	tt0338216	Lucky You	Three of a Kind Scene	2007.0	6rGBqovePfY	['Drama', 'Romance', 'Sport']
10566	16053	13356	tt0081071	The Long Riders	For Dixie and Nothin' Else	1980.0	undTPa_iq1Y	['Biography', 'Crime', 'Western']
10567	99	9963	tt0333780	Legally Blonde 2	Elle's Surprise Party	2003.0	G4lzPC22k8A	['Comedy']
10568	16718	21670	tt0117283	The Pallbearer	Nervous Phone Call	1996.0	ef77ViM-f14	['Comedy', 'Romance']
10569	297	10222	tt1046163	My Best Friend's Girl	A Dissatisfied Customer	2008.0	4WfCOqrgbSk	['Comedy', 'Romance']
10570	8022	24944	tt0099329	Cry-Baby	Doin' Time for Bein' Young	1990.0	XMrWXjOuv0g	['Comedy', 'Musical']
10571	5409	16590	tt0101912	Frankie and Johnny	She Was Just Asking Me Out	1991.0	LOxqK6o4NN0	['Comedy', 'Drama', 'Romance']
10572	16419	2232	tt1322312	Going the Distance	You Know How Much I Love My Sister	2010.0	JMBzKJj-nIE	['Comedy', 'Romance']
10573	17139	10109	tt0095560	Mac and Me	Back to Life	1988.0	lPE1uBdcB8Y	['Adventure', 'Family', 'Fantasy']
10574	6407	5718	tt0032599	His Girl Friday	Hildy's New Beau Scene	1940.0	FN3SPnr9EZg	['Comedy', 'Drama', 'Romance']
10575	16733	7090	tt0068897	The Magnificent Seven Ride!	Set Free	1972.0	vkFKHF9Fs_s	['Action', 'Western']
10576	13480	2200	tt0790724	Jack Reacher	I Am Not a Hero Scene	2012.0	mySMw3VkEBE	['Action', 'Crime', 'Thriller']
