	path	genre	Drama	Act_Adv	Com_Rom	Thr_Hor_Cri
22914	frames\Adventure_Comedy\l9c1k_m6POA\276.jpg	Act_Adv	0	1	0	0
22915	frames\Drama\6KqG8CYcMKk\506.jpg	Drama	1	0	0	0
22916	frames\Action_Drama\y5oIDeR0YjA\276.jpg	Act_Adv	0	1	0	0
22917	frames\Drama\2NfTq7LPnXk\276.jpg	Drama	1	0	0	0
22918	frames\Action\Q0okgIEkRJM\2116.jpg	Act_Adv	0	1	0	0
22919	frames\Drama\TBHjt3AyALw\506.jpg	Drama	1	0	0	0
22920	frames\Drama_Thriller\D0vCzkK_AJ0\506.jpg	Thr_Hor_Cri	0	0	0	1
22921	frames\Action_Adventure\ceWNY5eNSWY\966.jpg	Act_Adv	0	1	0	0
22922	frames\Drama_Romance\q-1DREuXwjc\276.jpg	Com_Rom	0	0	1	0
22923	frames\Adventure\rwzNpFWiOTg\966.jpg	Act_Adv	0	1	0	0
22924	frames\Comedy_Romance\F8UwjJzF4LY\1196.jpg	Com_Rom	0	0	1	0
22925	frames\Action_Comedy\30iTy8ws54M\46.jpg	Act_Adv	0	1	0	0
22926	frames\Adventure_Comedy\zQf0jUhqJYw\1656.jpg	Act_Adv	0	1	0	0
22927	frames\Adventure_Comedy\UmwLKU5DIGk\1886.jpg	Act_Adv	0	1	0	0
22928	frames\Horror\70gIBwjO49M\966.jpg	Thr_Hor_Cri	0	0	0	1
22929	frames\Drama\nxdpR5oyCOs\2116.jpg	Drama	1	0	0	0
22930	frames\Action_Thriller\HhbADfa8rmY\1886.jpg	Thr_Hor_Cri	0	0	0	1
22931	frames\Action_Crime\moYXL6hX8vI\506.jpg	Thr_Hor_Cri	0	0	0	1
22932	frames\Drama_Romance\sT-wJhtlMGs\2116.jpg	Com_Rom	0	0	1	0
22933	frames\Action_Drama\bNFWITNVAKU\966.jpg	Act_Adv	0	1	0	0
22934	frames\Comedy\3Nzc3Rezt3w\2116.jpg	Com_Rom	0	0	1	0
22935	frames\Comedy_Thriller\_b25Fbg8xqU\2576.jpg	Thr_Hor_Cri	0	0	0	1
22936	frames\Adventure_Comedy\A7mWnsrRu6w\966.jpg	Act_Adv	0	1	0	0
22937	frames\Comedy_Crime\14Et05Okf8w\966.jpg	Thr_Hor_Cri	0	0	0	1
22938	frames\Crime_Drama\9z8uqVHf39M\2116.jpg	Thr_Hor_Cri	0	0	0	1
22939	frames\Action_Horror\oY1tp2HG06w\1196.jpg	Thr_Hor_Cri	0	0	0	1
22940	frames\Drama\BcmM6kMxyBE\1196.jpg	Drama	1	0	0	0
22941	frames\Action_Adventure\RlphfLO3MYA\1196.jpg	Act_Adv	0	1	0	0
22942	frames\Comedy\vk5Kr-zV8AE\1656.jpg	Com_Rom	0	0	1	0
22943	frames\Drama_Horror\sqhPvOlgzjo\1196.jpg	Thr_Hor_Cri	0	0	0	1
22944	frames\Crime_Drama\lB6Gk5EtunI\2576.jpg	Thr_Hor_Cri	0	0	0	1
22945	frames\Comedy_Drama\fpiyrd28vfA\966.jpg	Com_Rom	0	0	1	0
22946	frames\Comedy_Crime\jc2T3qbPJNI\276.jpg	Thr_Hor_Cri	0	0	0	1
22947	frames\Action_Thriller\99dOPdlLIw0\506.jpg	Thr_Hor_Cri	0	0	0	1
22948	frames\Action_Adventure\_WWIiTlGyYQ\1656.jpg	Act_Adv	0	1	0	0
22949	frames\Drama_Thriller\ncnq2pu4PlE\276.jpg	Thr_Hor_Cri	0	0	0	1
22950	frames\Crime_Drama\y-AJwogMrAU\2576.jpg	Thr_Hor_Cri	0	0	0	1
22951	frames\Drama\cb4dxubPYEs\46.jpg	Drama	1	0	0	0
22952	frames\Drama\aE4h5rX9u3U\736.jpg	Drama	1	0	0	0
22953	frames\Action_Drama\5HksV7ZFuhM\506.jpg	Act_Adv	0	1	0	0
22954	frames\Horror_Thriller\37O1H9YiBJo\46.jpg	Thr_Hor_Cri	0	0	0	1
22955	frames\Comedy\tCjohxqJ-0c\736.jpg	Com_Rom	0	0	1	0
22956	frames\Adventure_Drama\NTUNJ7f0tHU\1656.jpg	Act_Adv	0	1	0	0
22957	frames\Comedy_Drama\pxSjP6JkAis\2346.jpg	Com_Rom	0	0	1	0
22958	frames\Action_Adventure\x0Ev2qiY08M\506.jpg	Act_Adv	0	1	0	0
22959	frames\Action_Adventure\wFg1qWPryvI\506.jpg	Act_Adv	0	1	0	0
22960	frames\Horror\u2D0kDFKaxE\1196.jpg	Thr_Hor_Cri	0	0	0	1
22961	frames\Drama\rSPj_G2yVz4\2116.jpg	Drama	1	0	0	0
22962	frames\Action_Drama\JHkM4OUkF8E\966.jpg	Act_Adv	0	1	0	0
22963	frames\Comedy_Drama\fgJ2CaTfaxU\46.jpg	Com_Rom	0	0	1	0
22964	frames\Comedy_Drama\G4tfduPN3rM\966.jpg	Com_Rom	0	0	1	0
22965	frames\Action_Drama\VzonTHZSaq0\2116.jpg	Act_Adv	0	1	0	0
22966	frames\Horror\ZXHuGyv1KXM\2116.jpg	Thr_Hor_Cri	0	0	0	1
22967	frames\Comedy_Romance\g9GBuciv20A\736.jpg	Com_Rom	0	0	1	0
22968	frames\Action_Thriller\wTGRsKLqkGM\1886.jpg	Thr_Hor_Cri	0	0	0	1
22969	frames\Horror\yl_CgAqNvKc\736.jpg	Thr_Hor_Cri	0	0	0	1
22970	frames\Comedy\9eI4mt_lKTw\506.jpg	Com_Rom	0	0	1	0
22971	frames\Drama_Romance\USKDdEg8N3s\506.jpg	Com_Rom	0	0	1	0
22972	frames\Horror\J6Cg05MhWbw\1426.jpg	Thr_Hor_Cri	0	0	0	1
22973	frames\Adventure_Drama\rEAbZTpV47E\276.jpg	Act_Adv	0	1	0	0
22974	frames\Adventure_Comedy\qYZw_tL0j9U\2116.jpg	Act_Adv	0	1	0	0
22975	frames\Action_Crime\FeecJ5bAGHA\1196.jpg	Thr_Hor_Cri	0	0	0	1
22976	frames\Action_Comedy\8Y_Vepe_rVA\736.jpg	Act_Adv	0	1	0	0
22977	frames\Drama\YGlqg2jC3R4\1196.jpg	Drama	1	0	0	0
22978	frames\Crime_Drama\MeypYa863r4\2576.jpg	Thr_Hor_Cri	0	0	0	1
22979	frames\Drama_Thriller\xuUtu2xRGgY\3036.jpg	Thr_Hor_Cri	0	0	0	1
22980	frames\Horror_Thriller\DC_6r5VR5_U\1886.jpg	Thr_Hor_Cri	0	0	0	1
22981	frames\Adventure_Comedy\-0f67QE-HP8\736.jpg	Act_Adv	0	1	0	0
22982	frames\Action_Horror\ZDYLUH3BImk\1426.jpg	Thr_Hor_Cri	0	0	0	1
22983	frames\Action_Adventure\2OXtHJgLJr0\2576.jpg	Act_Adv	0	1	0	0
22984	frames\Comedy_Crime\xPHXfJZpSms\46.jpg	Thr_Hor_Cri	0	0	0	1
22985	frames\Action_Adventure\nyMtN_aHC_8\2576.jpg	Act_Adv	0	1	0	0
22986	frames\Romance_Thriller\7oczRhQvSlE\2116.jpg	Thr_Hor_Cri	0	0	0	1
22987	frames\Adventure\c_GNsQnPdi4\46.jpg	Act_Adv	0	1	0	0
22988	frames\Adventure_Comedy\iIeyS_5sJHE\1196.jpg	Act_Adv	0	1	0	0
22989	frames\Crime_Drama\x883mrwYjDM\1886.jpg	Thr_Hor_Cri	0	0	0	1
22990	frames\Drama\Da02cZG3NDI\1886.jpg	Drama	1	0	0	0
22991	frames\Comedy_Romance\bu9YxTb6gf8\966.jpg	Com_Rom	0	0	1	0
22992	frames\Adventure_Comedy\AxGXZOLn-U0\2116.jpg	Act_Adv	0	1	0	0
22993	frames\Comedy\NV9oKGj_CcU\736.jpg	Com_Rom	0	0	1	0
22994	frames\Comedy\OcNjc5lfvpM\736.jpg	Com_Rom	0	0	1	0
22995	frames\Action_Crime\q9iIgRYUyA0\276.jpg	Thr_Hor_Cri	0	0	0	1
22996	frames\Drama\eL9aiYpAyI0\2806.jpg	Drama	1	0	0	0
22997	frames\Action_Comedy\hcBF8zYH0s0\1196.jpg	Act_Adv	0	1	0	0
22998	frames\Adventure_Comedy\t9vWi2ItxMc\1886.jpg	Act_Adv	0	1	0	0
22999	frames\Action_Drama\21Dc8a8X8qg\46.jpg	Act_Adv	0	1	0	0
23000	frames\Comedy\WMWI2FTLbhg\966.jpg	Com_Rom	0	0	1	0
23001	frames\Comedy_Drama\iJKQl3uGg0I\2806.jpg	Com_Rom	0	0	1	0
23002	frames\Action_Adventure\8Ppo5YIYwTM\1886.jpg	Act_Adv	0	1	0	0
23003	frames\Action_Crime\uAphWDkKWcg\1196.jpg	Thr_Hor_Cri	0	0	0	1
23004	frames\Drama\WSUWoBeJ6dg\506.jpg	Drama	1	0	0	0
23005	frames\Drama\Xk5epHF844w\1426.jpg	Drama	1	0	0	0
23006	frames\Drama\ONit4ATZmhw\736.jpg	Drama	1	0	0	0
23007	frames\Crime_Drama\cg-wxqxxWs4\1886.jpg	Thr_Hor_Cri	0	0	0	1
23008	frames\Action_Drama\EzocwDE3VK4\2346.jpg	Act_Adv	0	1	0	0
23009	frames\Action_Thriller\1MnPXQSWAJo\1886.jpg	Thr_Hor_Cri	0	0	0	1
23010	frames\Drama\lyu3QUjAFtw\2116.jpg	Drama	1	0	0	0
23011	frames\Drama_Romance\qeaiVveZWD8\966.jpg	Com_Rom	0	0	1	0
23012	frames\Comedy_Crime\_4ezPvzKe5M\2346.jpg	Thr_Hor_Cri	0	0	0	1
23013	frames\Comedy_Crime\PkLpd8Eaah0\276.jpg	Thr_Hor_Cri	0	0	0	1
23014	frames\Action_Crime\TsGOIi6JI1c\506.jpg	Thr_Hor_Cri	0	0	0	1
23015	frames\Action_Thriller\0Ba6y1Y8JjU\46.jpg	Thr_Hor_Cri	0	0	0	1
23016	frames\Comedy\CQcGrzmNihY\2576.jpg	Com_Rom	0	0	1	0
23017	frames\Adventure_Comedy\4otU-hfAOO0\966.jpg	Act_Adv	0	1	0	0
23018	frames\Drama\Ph6hXpPbl0s\1886.jpg	Drama	1	0	0	0
23019	frames\Adventure\DHzx2P4x63c\2116.jpg	Act_Adv	0	1	0	0
23020	frames\Drama\-edZKfoS2V4\1886.jpg	Drama	1	0	0	0
23021	frames\Comedy_Crime\U0s0czlJ4xA\736.jpg	Thr_Hor_Cri	0	0	0	1
23022	frames\Thriller\hfzsR-3PLcg\1656.jpg	Thr_Hor_Cri	0	0	0	1
23023	frames\Comedy_Drama\TBS2UeiR7Mc\1886.jpg	Com_Rom	0	0	1	0
23024	frames\Action\H6XIREQHU8M\2576.jpg	Act_Adv	0	1	0	0
23025	frames\Drama\q-nQtR-WbIs\2576.jpg	Drama	1	0	0	0
23026	frames\Romance\opoVbcNO48o\1196.jpg	Com_Rom	0	0	1	0
23027	frames\Comedy\lLgOrvsA9tw\1196.jpg	Com_Rom	0	0	1	0
23028	frames\Drama\bk9oFLFDsfE\506.jpg	Drama	1	0	0	0
23029	frames\Comedy_Drama\AMOb_w6Jfug\1426.jpg	Com_Rom	0	0	1	0
23030	frames\Drama\dUYCIwyMZTQ\1426.jpg	Drama	1	0	0	0
23031	frames\Drama\TBHjt3AyALw\966.jpg	Drama	1	0	0	0
23032	frames\Action_Horror\-whQdRI7wUQ\2346.jpg	Thr_Hor_Cri	0	0	0	1
23033	frames\Crime_Drama\G0rXUr-msX0\1656.jpg	Thr_Hor_Cri	0	0	0	1
23034	frames\Adventure_Comedy\MriW09XMJeo\2346.jpg	Act_Adv	0	1	0	0
23035	frames\Comedy_Romance\yD3r8xx3iX8\3956.jpg	Com_Rom	0	0	1	0
23036	frames\Action_Drama\L1UxZJ9owXY\1426.jpg	Act_Adv	0	1	0	0
23037	frames\Comedy_Romance\KOBGjFHXnqY\2346.jpg	Com_Rom	0	0	1	0
23038	frames\Comedy_Romance\uD2mdsAwJBA\506.jpg	Com_Rom	0	0	1	0
23039	frames\Comedy\bN3U1IwMvhI\1656.jpg	Com_Rom	0	0	1	0
23040	frames\Comedy_Romance\3iZIOZrzbYo\736.jpg	Com_Rom	0	0	1	0
23041	frames\Action_Adventure\8fbGbPwKbQA\2806.jpg	Act_Adv	0	1	0	0
23042	frames\Comedy_Romance\6LOwktvZlCc\46.jpg	Com_Rom	0	0	1	0
23043	frames\Comedy\80x9FmKsyg4\1196.jpg	Com_Rom	0	0	1	0
23044	frames\Horror_Thriller\BZwbVffx49M\1656.jpg	Thr_Hor_Cri	0	0	0	1
23045	frames\Action_Comedy\l9LOKUiY0Dg\1426.jpg	Act_Adv	0	1	0	0
23046	frames\Thriller\i_Y5UB3xxW8\2116.jpg	Thr_Hor_Cri	0	0	0	1
23047	frames\Comedy_Drama\uyfrK4LrXaQ\1426.jpg	Com_Rom	0	0	1	0
23048	frames\Adventure_Comedy\T1IyMJOC0JM\2346.jpg	Act_Adv	0	1	0	0
23049	frames\Comedy_Drama\U1v_Ed4QFC4\736.jpg	Com_Rom	0	0	1	0
23050	frames\Crime_Thriller\OIl2sEhU24I\1426.jpg	Thr_Hor_Cri	0	0	0	1
23051	frames\Adventure_Drama\BaFBFmJG-LI\276.jpg	Act_Adv	0	1	0	0
23052	frames\Crime_Drama\NGtMNsci-zk\2576.jpg	Thr_Hor_Cri	0	0	0	1
23053	frames\Action\dgM9V3lEZvE\1656.jpg	Act_Adv	0	1	0	0
23054	frames\Horror\sISJ7r3kERg\1886.jpg	Thr_Hor_Cri	0	0	0	1
23055	frames\Comedy_Drama\_XbL7lG0Su8\506.jpg	Com_Rom	0	0	1	0
23056	frames\Drama_Horror\AJQd_pt3-pk\2116.jpg	Thr_Hor_Cri	0	0	0	1
23057	frames\Action_Adventure\ceWNY5eNSWY\506.jpg	Act_Adv	0	1	0	0
23058	frames\Comedy_Romance\7HHCL1eRdVo\506.jpg	Com_Rom	0	0	1	0
23059	frames\Action_Horror\AsfxK5fWMu8\1196.jpg	Thr_Hor_Cri	0	0	0	1
23060	frames\Crime_Drama\H38XiM2EOnQ\2346.jpg	Thr_Hor_Cri	0	0	0	1
23061	frames\Adventure_Comedy\rPuW7T25Yuw\1426.jpg	Act_Adv	0	1	0	0
23062	frames\Comedy_Drama\EOO8TwyVFYI\46.jpg	Com_Rom	0	0	1	0
23063	frames\Drama\fbNz1vlRSyM\2116.jpg	Drama	1	0	0	0
23064	frames\Action_Drama\21Dc8a8X8qg\736.jpg	Act_Adv	0	1	0	0
23065	frames\Drama_Romance\6rGBqovePfY\3266.jpg	Com_Rom	0	0	1	0
23066	frames\Thriller\-6fuDrAmhNc\966.jpg	Thr_Hor_Cri	0	0	0	1
23067	frames\Action_Adventure\oUleBi3j0o8\2346.jpg	Act_Adv	0	1	0	0
23068	frames\Adventure_Drama\xG7kLQh4Qn8\2116.jpg	Act_Adv	0	1	0	0
23069	frames\Action_Comedy\aeF3Q6eTU5k\1886.jpg	Act_Adv	0	1	0	0
23070	frames\Horror\upwUN92OAQU\1426.jpg	Thr_Hor_Cri	0	0	0	1
23071	frames\Drama\bIHeoOh2F7o\2116.jpg	Drama	1	0	0	0
23072	frames\Drama_Horror\r76peMNNiyw\966.jpg	Thr_Hor_Cri	0	0	0	1
23073	frames\Adventure_Drama\GJleW4TCQM0\966.jpg	Act_Adv	0	1	0	0
23074	frames\Comedy_Drama\w9sO9o8LNvQ\2346.jpg	Com_Rom	0	0	1	0
23075	frames\Action_Adventure\wFg1qWPryvI\2346.jpg	Act_Adv	0	1	0	0
23076	frames\Drama_Thriller\J5nmxHjPuvY\1886.jpg	Thr_Hor_Cri	0	0	0	1
23077	frames\Comedy\LKJOXcFUSzc\506.jpg	Com_Rom	0	0	1	0
23078	frames\Crime_Drama\BWw0KCLcKHc\1656.jpg	Thr_Hor_Cri	0	0	0	1
23079	frames\Action_Crime\R66c0UiUCZ8\506.jpg	Thr_Hor_Cri	0	0	0	1
23080	frames\Action_Drama\fWxKQF17YHk\1886.jpg	Act_Adv	0	1	0	0
23081	frames\Crime_Romance\4J0fchFqprw\2116.jpg	Thr_Hor_Cri	0	0	0	1
23082	frames\Action_Horror\GCSbGFMWzC4\276.jpg	Thr_Hor_Cri	0	0	0	1
23083	frames\Action_Comedy\MuG157PWMWI\1196.jpg	Act_Adv	0	1	0	0
23084	frames\Adventure\Td3qZIf5Swg\2688.jpg	Act_Adv	0	1	0	0
23085	frames\Comedy_Drama\FaSlQP79M-M\2346.jpg	Com_Rom	0	0	1	0
23086	frames\Comedy_Drama\HBdaCz2BeoY\1196.jpg	Com_Rom	0	0	1	0
23087	frames\Drama_Romance\t4_obOCNYls\736.jpg	Com_Rom	0	0	1	0
23088	frames\Horror_Thriller\A63kIf5CfgE\1656.jpg	Thr_Hor_Cri	0	0	0	1
23089	frames\Horror\3PRuMx1gqdM\1426.jpg	Thr_Hor_Cri	0	0	0	1
23090	frames\Comedy_Drama\uyfrK4LrXaQ\2576.jpg	Com_Rom	0	0	1	0
23091	frames\Action_Thriller\x7CXlwS73iI\2116.jpg	Thr_Hor_Cri	0	0	0	1
23092	frames\Comedy_Drama\ZgIp4Y5NoZk\1656.jpg	Com_Rom	0	0	1	0
23093	frames\Action_Adventure\NC34ce5BkWQ\1196.jpg	Act_Adv	0	1	0	0
23094	frames\Drama_Thriller\G2SpqqxJiig\276.jpg	Thr_Hor_Cri	0	0	0	1
23095	frames\Comedy_Romance\HUKu_iqYDOA\2346.jpg	Com_Rom	0	0	1	0
23096	frames\Crime_Romance\CK3cE7N1pzU\736.jpg	Thr_Hor_Cri	0	0	0	1
23097	frames\Adventure_Drama\s_7PfocHTmc\736.jpg	Act_Adv	0	1	0	0
23098	frames\Comedy_Drama\_8s4_Nabo4E\506.jpg	Com_Rom	0	0	1	0
23099	frames\Adventure_Comedy\LRD16Y5xR9Y\1656.jpg	Act_Adv	0	1	0	0
23100	frames\Action_Thriller\ZcvlWuqqv48\1196.jpg	Thr_Hor_Cri	0	0	0	1
23101	frames\Drama\iE9CEAzLPKg\1656.jpg	Drama	1	0	0	0
23102	frames\Adventure_Comedy\tQJTJdTM0Wk\506.jpg	Act_Adv	0	1	0	0
23103	frames\Action\XUxAGsL8b0o\1196.jpg	Act_Adv	0	1	0	0
23104	frames\Drama_Horror\hRBRb2eiK4I\276.jpg	Thr_Hor_Cri	0	0	0	1
23105	frames\Horror_Thriller\yxoE9td3Hko\1426.jpg	Thr_Hor_Cri	0	0	0	1
23106	frames\Comedy_Romance\PSG5uNsnkks\46.jpg	Com_Rom	0	0	1	0
23107	frames\Crime_Thriller\aYuatR0B8Uc\46.jpg	Thr_Hor_Cri	0	0	0	1
23108	frames\Drama\UCehCmHzBzw\1426.jpg	Drama	1	0	0	0
23109	frames\Comedy_Drama\LwELqrqsf_o\506.jpg	Com_Rom	0	0	1	0
23110	frames\Horror_Thriller\uifDWAJ6rBY\966.jpg	Thr_Hor_Cri	0	0	0	1
23111	frames\Drama\Lxfe0cKOx3g\2576.jpg	Drama	1	0	0	0
23112	frames\Comedy_Drama\uSMxnpecSZM\1426.jpg	Com_Rom	0	0	1	0
23113	frames\Comedy\mvH6IhKpehk\966.jpg	Com_Rom	0	0	1	0
23114	frames\Action_Comedy\BavTQmiA9mc\276.jpg	Act_Adv	0	1	0	0
23115	frames\Crime_Drama\EEVcrvlYO-w\46.jpg	Thr_Hor_Cri	0	0	0	1
23116	frames\Comedy\bOR38552MJA\736.jpg	Com_Rom	0	0	1	0
23117	frames\Action_Comedy\vqqGZBRBLcM\506.jpg	Act_Adv	0	1	0	0
23118	frames\Action\q_y1Qe8dyCw\966.jpg	Act_Adv	0	1	0	0
23119	frames\Adventure\XeO3jMZphhs\736.jpg	Act_Adv	0	1	0	0
23120	frames\Adventure_Drama\NieC8KA0EvI\736.jpg	Act_Adv	0	1	0	0
23121	frames\Action_Comedy\rMS4ESFlfDk\1656.jpg	Act_Adv	0	1	0	0
23122	frames\Drama\S3Po0Tld8Po\2346.jpg	Drama	1	0	0	0
23123	frames\Comedy\Gt5xBpmHS5Q\2116.jpg	Com_Rom	0	0	1	0
23124	frames\Drama_Horror\yoYPBCFehng\1426.jpg	Thr_Hor_Cri	0	0	0	1
23125	frames\Action_Thriller\KcJs4qJPQ_M\1426.jpg	Thr_Hor_Cri	0	0	0	1
23126	frames\Thriller\TpGPSRGrL3s\966.jpg	Thr_Hor_Cri	0	0	0	1
23127	frames\Horror_Thriller\ajMVBGbsL_E\46.jpg	Thr_Hor_Cri	0	0	0	1
23128	frames\Crime_Drama\i5j1wWY-qus\276.jpg	Thr_Hor_Cri	0	0	0	1
23129	frames\Drama_Horror\kPiMgLB7S7c\46.jpg	Thr_Hor_Cri	0	0	0	1
23130	frames\Drama_Thriller\7uSz0mEtEsQ\966.jpg	Thr_Hor_Cri	0	0	0	1
23131	frames\Drama\jK4lxjvrhHs\966.jpg	Drama	1	0	0	0
23132	frames\Drama_Horror\kr5skPIftSY\966.jpg	Thr_Hor_Cri	0	0	0	1
23133	frames\Drama_Horror\r76peMNNiyw\506.jpg	Thr_Hor_Cri	0	0	0	1
23134	frames\Comedy_Crime\PdzjDn5zVXo\46.jpg	Thr_Hor_Cri	0	0	0	1
23135	frames\Adventure\pQT-QFy5Nig\3036.jpg	Act_Adv	0	1	0	0
23136	frames\Crime_Drama\yqtmypCco-I\1196.jpg	Thr_Hor_Cri	0	0	0	1
23137	frames\Comedy_Romance\JpdTx3k0VoQ\1196.jpg	Com_Rom	0	0	1	0
23138	frames\Drama\QZO_QFM5j_I\966.jpg	Drama	1	0	0	0
23139	frames\Comedy_Crime\D_Acqs7T5-0\1196.jpg	Thr_Hor_Cri	0	0	0	1
23140	frames\Comedy\bqwH3cQUlNA\2116.jpg	Com_Rom	0	0	1	0
23141	frames\Comedy_Romance\diX4myfR6vU\1196.jpg	Com_Rom	0	0	1	0
23142	frames\Action_Drama\wuZwdLfxTQ8\276.jpg	Act_Adv	0	1	0	0
23143	frames\Drama\kDfvxJUxL10\1886.jpg	Drama	1	0	0	0
23144	frames\Comedy_Horror\YOO8a-wBTy0\506.jpg	Thr_Hor_Cri	0	0	0	1
23145	frames\Horror_Thriller\Qns26Wdvph8\276.jpg	Thr_Hor_Cri	0	0	0	1
23146	frames\Comedy_Romance\-L9EZRMgmXM\276.jpg	Com_Rom	0	0	1	0
23147	frames\Crime_Drama\9K_4ZaMc1-4\1196.jpg	Thr_Hor_Cri	0	0	0	1
23148	frames\Crime_Drama\-TWsZukTS4Q\506.jpg	Thr_Hor_Cri	0	0	0	1
23149	frames\Drama\Lxfe0cKOx3g\3266.jpg	Drama	1	0	0	0
23150	frames\Comedy_Drama\pxSjP6JkAis\46.jpg	Com_Rom	0	0	1	0
23151	frames\Horror_Thriller\sf2RRCNlz38\46.jpg	Thr_Hor_Cri	0	0	0	1
23152	frames\Comedy\0oFdsgLP8n8\2346.jpg	Com_Rom	0	0	1	0
23153	frames\Action\W9vPRj-c6VQ\1196.jpg	Act_Adv	0	1	0	0
23154	frames\Drama\lyu3QUjAFtw\506.jpg	Drama	1	0	0	0
23155	frames\Drama_Romance\ToZx1LjLmrM\506.jpg	Com_Rom	0	0	1	0
23156	frames\Comedy_Horror\34c473tq72E\966.jpg	Thr_Hor_Cri	0	0	0	1
23157	frames\Comedy\JPEmc2HcMmY\2116.jpg	Com_Rom	0	0	1	0
23158	frames\Drama_Romance\LAd6SaXDdZ4\506.jpg	Com_Rom	0	0	1	0
23159	frames\Drama\e0qpJCNLViQ\2346.jpg	Drama	1	0	0	0
23160	frames\Crime_Drama\1z2AjhGr9XI\506.jpg	Thr_Hor_Cri	0	0	0	1
23161	frames\Horror_Thriller\Isof3ww1UPs\1196.jpg	Thr_Hor_Cri	0	0	0	1
23162	frames\Action_Adventure\PX3By_Y0jTA\736.jpg	Act_Adv	0	1	0	0
23163	frames\Romance\opoVbcNO48o\1426.jpg	Com_Rom	0	0	1	0
23164	frames\Adventure_Comedy\Hwczxp7h7Gg\3036.jpg	Act_Adv	0	1	0	0
23165	frames\Adventure_Comedy\iNg7uRYtqLA\2806.jpg	Act_Adv	0	1	0	0
23166	frames\Comedy_Drama\wIrUoTYd9hA\276.jpg	Com_Rom	0	0	1	0
23167	frames\Action_Thriller\99dOPdlLIw0\1656.jpg	Thr_Hor_Cri	0	0	0	1
23168	frames\Crime_Thriller\K7vOjKOdMNE\2576.jpg	Thr_Hor_Cri	0	0	0	1
23169	frames\Drama\W03miqzGMcc\736.jpg	Drama	1	0	0	0
23170	frames\Action_Drama\bNFWITNVAKU\46.jpg	Act_Adv	0	1	0	0
23171	frames\Drama_Thriller\nkQAhpLBok8\1426.jpg	Thr_Hor_Cri	0	0	0	1
23172	frames\Drama\sy7Lx7jY2SU\736.jpg	Drama	1	0	0	0
23173	frames\Action_Drama\BYWVUvqDFh0\1426.jpg	Act_Adv	0	1	0	0
23174	frames\Action_Drama\3t1YQOfYndM\1196.jpg	Act_Adv	0	1	0	0
23175	frames\Drama_Horror\zcZJF81jt4w\1426.jpg	Thr_Hor_Cri	0	0	0	1
23176	frames\Crime_Drama\oeQ4HWhPEdA\506.jpg	Thr_Hor_Cri	0	0	0	1
23177	frames\Adventure\DRtbf7iG8Nw\736.jpg	Act_Adv	0	1	0	0
23178	frames\Action_Adventure\6XyUIXqIoAM\46.jpg	Act_Adv	0	1	0	0
23179	frames\Comedy\-2KGPYEFnsU\46.jpg	Com_Rom	0	0	1	0
23180	frames\Drama\QiVfqVQ5t9A\1656.jpg	Drama	1	0	0	0
23181	frames\Horror_Thriller\Qns26Wdvph8\46.jpg	Thr_Hor_Cri	0	0	0	1
23182	frames\Drama\LYtSsBCYByk\46.jpg	Drama	1	0	0	0
23183	frames\Comedy\1DNyLD2SRjA\46.jpg	Com_Rom	0	0	1	0
23184	frames\Adventure_Comedy\qTj4aSPwTBk\2576.jpg	Act_Adv	0	1	0	0
23185	frames\Action_Crime\lf3MqrE07I4\3496.jpg	Thr_Hor_Cri	0	0	0	1
23186	frames\Comedy_Drama\y6i9UH65q2g\1656.jpg	Com_Rom	0	0	1	0
23187	frames\Drama_Romance\Om2UW4c_vqU\966.jpg	Com_Rom	0	0	1	0
23188	frames\Action_Adventure\z79ikmr3JY8\1426.jpg	Act_Adv	0	1	0	0
23189	frames\Drama_Thriller\f_lRMCPHbuY\1196.jpg	Thr_Hor_Cri	0	0	0	1
23190	frames\Comedy_Drama\hpDjzODXpBQ\966.jpg	Com_Rom	0	0	1	0
23191	frames\Comedy\iOGo0EHHtCo\506.jpg	Com_Rom	0	0	1	0
23192	frames\Comedy\ARgghWSmq7Q\1196.jpg	Com_Rom	0	0	1	0
23193	frames\Drama\oCq7TUmVmt8\2116.jpg	Drama	1	0	0	0
23194	frames\Action_Adventure\HsRwyJw5o7k\276.jpg	Act_Adv	0	1	0	0
23195	frames\Comedy_Horror\BWWFJ2yjQGE\966.jpg	Thr_Hor_Cri	0	0	0	1
23196	frames\Comedy_Horror\Er54USCnsds\276.jpg	Thr_Hor_Cri	0	0	0	1
23197	frames\Action_Adventure\u3XXKF0oDtU\1656.jpg	Act_Adv	0	1	0	0
23198	frames\Comedy\3EIgmj6gp1I\736.jpg	Com_Rom	0	0	1	0
23199	frames\Drama\ybst6CAzXCo\1426.jpg	Drama	1	0	0	0
23200	frames\Adventure_Drama\6QoON2Vq78k\966.jpg	Act_Adv	0	1	0	0
23201	frames\Drama\lu2-RuTwlto\2576.jpg	Drama	1	0	0	0
23202	frames\Drama_Thriller\2L2dyDpd7LA\1886.jpg	Thr_Hor_Cri	0	0	0	1
23203	frames\Action\rd8JDPjEoE0\3496.jpg	Act_Adv	0	1	0	0
23204	frames\Horror\6BBGO5M_2A0\1886.jpg	Thr_Hor_Cri	0	0	0	1
23205	frames\Action_Adventure\K0xpWKgNCk0\966.jpg	Act_Adv	0	1	0	0
